label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
1,0,0,0,0.05845490097999573,-0.022814154624938965,-0.038234401906952264,0.11062943935394287,-0.07434868812561035,-0.06538249220989645,0.15476590394973755,-0.11711543798446655,-0.09121373709581793,0.19668608903884888,-0.1401911973953247,-0.11813136603973806,0.06315600872039795,-0.20659425854682922,-0.041995257551893594,0.08732497692108154,-0.29434096813201904,-0.06391845312260092,0.09983578324317932,-0.34597939252853394,-0.08161465492390096,0.11116167902946472,-0.39398810267448425,-0.09583628591440618,0.021809816360473633,-0.22057822346687317,-0.042900298203453424,0.026555240154266357,-0.3173341155052185,-0.05827426951669157,0.029697120189666748,-0.3725168704986572,-0.07603520568750799,0.03131979703903198,-0.42378848791122437,-0.09328904416702688,-0.014347702264785767,-0.2081916332244873,-0.04818847444199026,-0.02588057518005371,-0.29014357924461365,-0.06602263864420355,-0.03093576431274414,-0.3439157009124756,-0.08838914003513754,-0.03486567735671997,-0.39209410548210144,-0.1064575877442211,-0.04658260941505432,-0.17585605382919312,-0.05744867440603674,-0.07986855506896973,-0.2274899184703827,-0.07306859311006964,-0.10241663455963135,-0.26197826862335205,-0.08780663874290884,-0.12071436643600464,-0.29632338881492615,-0.10059441294811666
1,0,0,0,0.038937270641326904,-0.03196460008621216,-0.02441604593543545,0.06026449799537659,-0.09891307353973389,-0.053280329050107156,0.03494769334793091,-0.1623517870903015,-0.08420756617335812,0.006858855485916138,-0.21190714836120605,-0.11527943024186627,0.07234185934066772,-0.19993102550506592,-0.038107016773505364,0.08905097842216492,-0.29074975848197937,-0.07057650545386807,0.0959075391292572,-0.3497082591056824,-0.09043940314797894,0.09724351763725281,-0.4002387523651123,-0.1044519037917091,0.02875882387161255,-0.19756382703781128,-0.049680711419863854,0.02015659213066101,-0.23644235730171204,-0.08833613404778973,0.021661221981048584,-0.16700857877731323,-0.09024980822352902,0.022436678409576416,-0.13280218839645386,-0.08288569906501309,-0.009291887283325195,-0.1757040023803711,-0.06517544546870724,-0.012097209692001343,-0.1798844337463379,-0.10012513557223812,-0.0015459656715393066,-0.12113440036773682,-0.09261636594085232,-0.0003552436828613281,-0.10315334796905518,-0.08068627277163998,-0.04042711853981018,-0.14284652471542358,-0.08507216879872814,-0.034979671239852905,-0.14513832330703735,-0.10358102032689587,-0.021734535694122314,-0.09959173202514648,-0.09710266599206463,-0.01833122968673706,-0.08349227905273438,-0.08837533900289074
1,0,0,0,0.036299556493759155,-0.0295407772064209,-0.040586147846809695,0.05502280592918396,-0.09623163938522339,-0.07265896389090187,0.03077605366706848,-0.16113346815109253,-0.10274957904421456,0.004214942455291748,-0.21467509865760803,-0.13234332987867958,0.07078030705451965,-0.20366603136062622,-0.0447658378800071,0.08415043354034424,-0.29465538263320923,-0.07581289151512749,0.09097263216972351,-0.35380297899246216,-0.09495110848747856,0.09221076965332031,-0.40522849559783936,-0.10856833347880013,0.028004854917526245,-0.19668340682983398,-0.0468364287336982,0.015797555446624756,-0.2385461926460266,-0.08354719022118218,0.01914668083190918,-0.1661791205406189,-0.08590047845446236,0.022481858730316162,-0.1314823031425476,-0.07850700655781395,-0.0094032883644104,-0.17159342765808105,-0.05420875215732224,-0.016822606325149536,-0.1789337396621704,-0.08943590560757286,-0.003772735595703125,-0.12103486061096191,-0.0847610462626136,-0.0003275871276855469,-0.10342514514923096,-0.07392861733042366,-0.03863251209259033,-0.13723397254943848,-0.06694953182541497,-0.040771484375,-0.141710102558136,-0.08721193710171349,-0.025404632091522217,-0.09513312578201294,-0.0832799900492347,-0.018586277961730957,-0.07782191038131714,-0.07555404344402916
1,0,0,0,0.03726986050605774,-0.03476434946060181,-0.02921208905554895,0.05611163377761841,-0.10073661804199219,-0.05908608602858667,0.031089454889297485,-0.16095834970474243,-0.0896663086352456,0.0031408965587615967,-0.20654374361038208,-0.12054641711093073,0.06620863080024719,-0.20569753646850586,-0.04240648242212419,0.07739067077636719,-0.2975523769855499,-0.07483190464354639,0.08267119526863098,-0.35737642645835876,-0.09631752389050607,0.08269008994102478,-0.4091269075870514,-0.1119131686029542,0.024106979370117188,-0.1985698938369751,-0.051402570479880616,0.011162370443344116,-0.2318553924560547,-0.08905591981984262,0.01625707745552063,-0.1609991192817688,-0.09287425296879892,0.020075350999832153,-0.12609487771987915,-0.08783739971495752,-0.012842386960983276,-0.17279130220413208,-0.06435527818776254,-0.019730031490325928,-0.1744922399520874,-0.09868540036059503,-0.005609571933746338,-0.11935645341873169,-0.09392596947528009,-0.0019817352294921875,-0.10112416744232178,-0.08484790640450601,-0.041912198066711426,-0.13721847534179688,-0.08200449662781839,-0.042015671730041504,-0.13482314348220825,-0.10104368048287515,-0.02567330002784729,-0.09115773439407349,-0.09663297402239923,-0.019089937210083008,-0.0749276876449585,-0.08997599201775675
1,0,0,0,0.052066028118133545,-0.025668859481811523,-0.019659117387693215,0.0925760269165039,-0.09365373849868774,-0.045488805102269936,0.07482486963272095,-0.1627572774887085,-0.07214967586294918,0.039856791496276855,-0.20224642753601074,-0.09857510455147533,0.07744282484054565,-0.22380149364471436,-0.05302225105659275,0.09618997573852539,-0.3161337971687317,-0.0881403652598074,0.10527026653289795,-0.37622493505477905,-0.10783645935551434,0.10995209217071533,-0.4294419288635254,-0.1216704440881422,0.02720952033996582,-0.22763913869857788,-0.06579504586951046,0.045328736305236816,-0.2163994312286377,-0.10132788546578197,0.054733872413635254,-0.14096057415008545,-0.09539934672610073,0.05416601896286011,-0.12274354696273804,-0.08540760405556469,-0.013017714023590088,-0.200517475605011,-0.08097174443499355,0.008133649826049805,-0.15963226556777954,-0.11274278588787823,0.02573937177658081,-0.10346072912216187,-0.09894209779993801,0.026410937309265137,-0.09739166498184204,-0.08543879963652401,-0.04521763324737549,-0.16071593761444092,-0.10039410419956951,-0.02267974615097046,-0.12254983186721802,-0.1150808376838377,-0.0033069252967834473,-0.08015859127044678,-0.10577116586462765,0.00020945072174072266,-0.07549148797988892,-0.09644856728808193
1,0,0,0,0.04395550489425659,-0.010075509548187256,-0.029348112692127337,0.07496654987335205,-0.05534982681274414,-0.059245485861787905,0.06485837697982788,-0.0997740626335144,-0.087107311983595,0.032730817794799805,-0.12792199850082397,-0.11652911086846363,0.06067967414855957,-0.16907143592834473,-0.06585080554057132,0.07969605922698975,-0.2523065209388733,-0.10009347279835712,0.09050345420837402,-0.3116464614868164,-0.12332044919301044,0.09705132246017456,-0.36356672644615173,-0.14035535981226932,0.01713794469833374,-0.17041534185409546,-0.07146480311919223,0.024355709552764893,-0.19818150997161865,-0.10452577104140293,0.03470170497894287,-0.14512431621551514,-0.10713987429905902,0.03984260559082031,-0.11507171392440796,-0.10616717119980823,-0.01952838897705078,-0.14647948741912842,-0.07865714659262668,-0.0027648210525512695,-0.12828588485717773,-0.10699275513459217,0.009850144386291504,-0.08299046754837036,-0.10038194437790882,0.008625209331512451,-0.0668075680732727,-0.09427000959683429,-0.04823613166809082,-0.10976254940032959,-0.0904191919164754,-0.025885939598083496,-0.08131670951843262,-0.10774784167576801,-0.014440655708312988,-0.04536724090576172,-0.10359345753956806,-0.01790684461593628,-0.03569763898849487,-0.09925843407679569
1,0,0,0,0.03857475519180298,-0.026863396167755127,-0.027048916671298606,0.060976505279541016,-0.08087605237960815,-0.05609561048807965,0.03756076097488403,-0.13033825159072876,-0.08628208481135236,0.004835903644561768,-0.1631770133972168,-0.11753047548594342,0.05790266394615173,-0.1920313835144043,-0.04565608792366849,0.06695333123207092,-0.28411298990249634,-0.07630671106638776,0.07107222080230713,-0.34244102239608765,-0.10009421699108945,0.0717911422252655,-0.39295727014541626,-0.11820462637009488,0.01739397644996643,-0.18839359283447266,-0.05473747395338879,0.00715714693069458,-0.20954877138137817,-0.08814187638821469,0.011760711669921875,-0.14855539798736572,-0.095265756476544,0.016700923442840576,-0.11269247531890869,-0.09565165184798108,-0.01712101697921753,-0.1643427014350891,-0.06651377968850003,-0.02088513970375061,-0.1569751501083374,-0.09563781611981259,-0.007524013519287109,-0.1105164885520935,-0.09364767663540707,-0.0014913678169250488,-0.09032696485519409,-0.08917260460915433,-0.04483902454376221,-0.12927216291427612,-0.08284170471491681,-0.0429951548576355,-0.12164890766143799,-0.09895289980234967,-0.027572333812713623,-0.08625489473342896,-0.09601981483759747,-0.019288301467895508,-0.07054072618484497,-0.09229526214661465
1,0,0,0,0.026579827070236206,-0.03370988368988037,-0.04061865656432495,0.03254559636116028,-0.09334063529968262,-0.06704680098947868,-0.0021906495094299316,-0.13973969221115112,-0.09080612881836281,-0.03245863318443298,-0.16470074653625488,-0.11562337203678474,0.03790014982223511,-0.19590187072753906,-0.04393102451023445,0.038314640522003174,-0.28421467542648315,-0.07027031703647957,0.03644764423370361,-0.34245407581329346,-0.09287786706146584,0.032690972089767456,-0.39195138216018677,-0.11047259940561638,0.004226356744766235,-0.18788492679595947,-0.04212607665714607,-0.020143181085586548,-0.202691912651062,-0.07118124737200127,-0.01588219404220581,-0.14041882753372192,-0.08179938270506248,-0.005432218313217163,-0.10519182682037354,-0.08496254904922829,-0.025375187397003174,-0.16297340393066406,-0.04428795574960098,-0.04346400499343872,-0.15647649765014648,-0.07332653774675713,-0.03137800097465515,-0.11173713207244873,-0.08051461203750954,-0.020527690649032593,-0.09281057119369507,-0.08152050747331963,-0.04848703742027283,-0.13064110279083252,-0.051470017421811676,-0.06384596228599548,-0.12656813859939575,-0.07084923459944115,-0.04958048462867737,-0.09210634231567383,-0.07535767032560692,-0.03506705164909363,-0.07659697532653809,-0.07621313108858452
1,0,0,0,0.010882288217544556,-0.033158838748931885,-0.06241294367004313,0.0005550980567932129,-0.09205740690231323,-0.09041211006928362,-0.039788618683815,-0.13580971956253052,-0.10984100399304308,-0.07302740216255188,-0.16896075010299683,-0.12874748555708804,0.010566353797912598,-0.20234650373458862,-0.04329317433525004,0.008767694234848022,-0.2832580804824829,-0.06607758251715579,0.0010005533695220947,-0.34283554553985596,-0.08846393225479998,-0.007731139659881592,-0.3925108015537262,-0.10575272140789904,-0.016606569290161133,-0.1901504397392273,-0.025660447755345484,-0.04804530739784241,-0.2034832239151001,-0.05265492198754229,-0.048163041472435,-0.14520299434661865,-0.06937965748597064,-0.03926250338554382,-0.11800897121429443,-0.07561182973671832,-0.04248329997062683,-0.16469097137451172,-0.014117528663465162,-0.06948800384998322,-0.16143476963043213,-0.04334624482084193,-0.05857717990875244,-0.11672079563140869,-0.059754852184542795,-0.04596138000488281,-0.09627670049667358,-0.06508788464356341,-0.062398433685302734,-0.1353955864906311,-0.008622082860657354,-0.08600419759750366,-0.1347670555114746,-0.029869319850095888,-0.07246467471122742,-0.10154497623443604,-0.04154570398617663,-0.05684441328048706,-0.08586591482162476,-0.04591611398149409
1,0,0,0,0.006181061267852783,-0.03568148612976074,-0.05184605703362721,-0.0042490363121032715,-0.09373664855957031,-0.075758542722552,-0.04257489740848541,-0.1397308111190796,-0.09217817694553632,-0.07331784069538116,-0.17315411567687988,-0.10849805534490842,0.010990142822265625,-0.1918867826461792,-0.04253415004023808,0.01067325472831726,-0.27091652154922485,-0.06316273272642392,0.00484919548034668,-0.3268476724624634,-0.08164035887130994,-0.0014487206935882568,-0.37310096621513367,-0.09577829003938931,-0.014615684747695923,-0.18075186014175415,-0.029050469255535782,-0.05753880739212036,-0.1920769214630127,-0.051983501619188965,-0.05700589716434479,-0.1341879963874817,-0.06397983044990796,-0.04402518272399902,-0.10767227411270142,-0.06787347406753796,-0.0397353321313858,-0.15661829710006714,-0.020081344848959626,-0.07353127002716064,-0.15134406089782715,-0.04474538177856702,-0.06383995711803436,-0.10781943798065186,-0.05608655498036641,-0.049073413014411926,-0.08972162008285522,-0.05939490333804387,-0.05859169363975525,-0.12959980964660645,-0.016325214734761895,-0.08743301033973694,-0.12590014934539795,-0.03340131775149602,-0.07372646033763885,-0.09009164571762085,-0.04070300594577092,-0.055428192019462585,-0.0749480128288269,-0.042702257490246476
